comment_id;concert_id;username;message;feeling_pos;feeling_neg;music_ref;external_ref;phys_react_intentional;phys_react_unintentional
ct_552;moby_ct_282;Luca M.;:raising_hands::sparkles::raising_hands::sparkles::raising_hands:;X;;;;X;
ct_556;moby_ct_283;Luca M.;:raising_hands::sparkles::raising_hands::sparkles::raising_hands:;X;;;;X;
ct_557;moby_ct_284;Sporty Otter Pop (René Lilly);who else feels like we're being shined on by a beautiful light right now?;X;;;;;
ct_559;moby_ct_285;VIMUK 2020;merci from montevideo uruguay :medal-yellow-first-red:;;;;;;
ct_560;moby_ct_286;goochn;i like moby but who is this cheap coverband :D;;;;;;
ct_561;moby_ct_287;T;👏🏻👏🏻👏🏻;X;;;;X;
ct_563;moby_ct_288;Epi..mű;I do have a lather nice lamp :beaming_face_with_smiling_eyes:;;;;;;
ct_564;moby_ct_289;F L;Arte :smiling_face_with_hearts: moby :smiling_face_with_hearts: merci :smiling_face_with_heart_eyes:;X;;;;;
ct_565;moby_ct_290;Epi..mű;rather*;;;;;;
ct_566;moby_ct_291;filtav;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_568;moby_ct_292;Benjamin Kunz;i remember the video of this song... one of my favorite but this is so much better;X;;x;X;;
ct_569;moby_ct_293;Luca M.;:shooting_star::shooting_star::raising_hands::raising_hands::shooting_star::shooting_star:;X;;;;;
ct_571;moby_ct_294;David Rodriguez;Name this song? ;;;x;;;
ct_572;moby_ct_295;Cyn Raver;music that touches the heart :fire:;X;;;;;
ct_575;moby_ct_296;Epi..mű;some folks seem to just crawl out there' caves and ... instantly start to text on YT chats:face-blue-droopy-eyes::dashing_away:;;;;;;
ct_576;moby_ct_297;Cyn Raver;:sparkles::yellow_heart::sparkles:;X;;;;;
ct_577;moby_ct_298;Julieta Pusino;that was the voice for 'in this world';;;;;;
ct_578;moby_ct_299;Epi..mű;their* .,;;;;;;
ct_579;moby_ct_300;Octobert;my cat thinks he has the right to chew laptop cables;;;;;;
ct_580;moby_ct_301;Tamás Borbély;Why does my heart feels so bad - Moby;;;;;;
ct_581;moby_ct_302;Julian Reverse;:dog2::duck::chicken::rat::rhinoceros::cow2::black_cat:;;;;;;
ct_582;moby_ct_303;bruno michaux;":red_heart: the best song ""ever-loving"" <3";X;;;;;
ct_583;moby_ct_304;Sporty Otter Pop (René Lilly);Exactly, Epi! They see a crowd and they gotta act out;;;;;;
ct_585;moby_ct_305;Epi..mű;where's text assistant when your stoned... fekrs temperamental af;;;;;;
ct_586;moby_ct_306;David Rodriguez;Thanks ;;;;;;
ct_588;moby_ct_307;filtav;this track is so beautiful;X;;x;;;
ct_589;moby_ct_308;BrigadierSchmitt;it is the famous clip with the train through the snow ;;;;X;;
ct_591;moby_ct_309;Sporty Otter Pop (René Lilly);that cello sound;X;;x;;;
ct_592;moby_ct_310;El NeverFake;happy 25 years;;;;;;
ct_593;moby_ct_311;Luca M.; :water_wave::water_wave::musical_notes::musical_note::sparkles::sparkles::shooting_star::shooting_star:;X;;;;;
ct_594;moby_ct_312;Sporty Otter Pop (René Lilly);so floaty lovely;X;;x;;;
ct_597;moby_ct_313;HNRIK;This is great, reminds me of Mogwai , some post-rock vibes;X;;x;X;;
ct_599;moby_ct_314;Vj Manu;Thanks for streaming this great concert!!;X;;;;;
ct_600;moby_ct_315;Alejandra;:speaker_low_volume::speaker_medium_volume::speaker_high_volume::blue_heart:;X;;;;;
ct_603;moby_ct_316;Sporty Otter Pop (René Lilly);Feeling better than I was, before viewing this;X;;;;;
ct_604;moby_ct_317;Sabrina Fairchild ;Lady Blackbird is only 39;;;;;;
ct_605;moby_ct_318;M S;:red_heart: ;X;;;;;
ct_606;moby_ct_319;Luca M.;:wind_face::musical_notes::musical_note::parachute::parachute:;X;;;;;
ct_607;moby_ct_320;Julian Reverse;Also the sound of the drums. Perfect Mix!;X;;x;;;
ct_608;moby_ct_321;F L;:sign_of_the_horns::sign_of_the_horns::sign_of_the_horns:;X;;;;;
ct_609;moby_ct_322;Juan Noguera;Jason Bourne must be among the public;;;;;;
ct_611;moby_ct_323;E Simon;this concert has nice sound/mixing;X;;x;;;
ct_614;moby_ct_324;Ford Prefect;:red_heart:;X;;;;;
ct_615;moby_ct_325;Adrien;<3;X;;;;;
ct_617;moby_ct_326;Luca M.;:speaker_high_volume::speaker_high_volume::musical_notes::star::musical_note::glowing_star:;X;;;;;
ct_618;moby_ct_327;HNRIK;Let the man cook!!!;X;;;;;
ct_620;moby_ct_328;Sporty Otter Pop (René Lilly);Moby's got the blues there suddenly-great lil riff;X;;x;;;
ct_621;moby_ct_329;Ford Prefect;That one;;;;;;
ct_625;moby_ct_330;Nicolas Burtin;:smiling_face_with_hearts::smiling_face_with_heart_eyes::smiling_face_with_hearts:;X;;;;;
ct_629;moby_ct_331;Ford Prefect;:red_heart:;X;;;;;
ct_630;moby_ct_332;Gustavo ;:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:;X;;;;;X
ct_633;moby_ct_333;Alejandra;:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:;X;;;;;X
ct_634;moby_ct_334;Richard Thiel;:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:;X;;;;;
ct_636;moby_ct_335;Luca M.;:star::glowing_star::musical_notes::musical_note::glowing_star::star:;X;;;;;
ct_638;moby_ct_336;T;:face_with_thermometer:;X;;;;;
ct_639;moby_ct_337;ana lucia;:hundred_points::red_heart::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:;X;;;;;
ct_643;moby_ct_338;Nicolas Burtin;:smiling_face_with_hearts::smiling_face_with_heart_eyes::star_struck::smiling_face_with_hearts::smiling_face_with_heart_eyes::star_struck:;X;;;;;
ct_644;moby_ct_339;Sporty Otter Pop (René Lilly);oh grow up Russell;;X;;;;
ct_648;moby_ct_340;Lucas Gllx;The man is almost 59yo, what a legend!;X;;;;;
ct_650;moby_ct_341;Colores Santos ;:face-blue-smiling::face-blue-smiling::face-blue-smiling:;X;;;;;
ct_652;moby_ct_342;Tamás Borbély;@T I wish You get well! :clapping_hands::open_hands::raising_hands::clapping_hands::open_hands:;X;;;;;
ct_653;moby_ct_343;Julian Reverse;@ARTE Concert could you please block @Russell Watkins :face_vomiting::face_vomiting::face_vomiting:;;X;;;;
ct_654;moby_ct_344;Alejandra;Oh baby, oh baby:collision::collision:then it fell apart, it fell apart!;;;x;;;
ct_656;moby_ct_345;Luca M.;:chart_increasing::red_heart::musical_notes::musical_note:;X;;;;;
ct_657;moby_ct_346;T;My temperature rises from the music :smiling_cat_with_heart_eyes:;X;;x;;;X
ct_658;moby_ct_347;HNRIK;Crazy how many songs I know from Moby without even being an hardcore fan haha;X;;x;;;
ct_659;moby_ct_348;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;X;;;;;
ct_661;moby_ct_349;CristianKirk;@HNRIK All that played MTV;;;;;;
ct_662;moby_ct_350;Luca M.;:star::glowing_star::musical_notes::musical_note::glowing_star::star:;X;;;;;
ct_663;moby_ct_351;Tamás Borbély;ooohh :violin::musical_note::musical_notes::musical_score::speaker_high_volume::dizzy:;X;;x;;;X
ct_664;moby_ct_352;Sporty Otter Pop (René Lilly);Thank you Arte Concert, for keeping it pleasant for us;X;;;;;
ct_665;moby_ct_353;Julian Reverse;@ARTE Concert :smiling_face_with_heart_eyes:;X;;;;;
ct_666;moby_ct_354;Animaphagus;This song is awesome;X;;x;;;
ct_668;moby_ct_355;alcolm;right on time;;;;;;
ct_669;moby_ct_356;RAFFIN gisèle;Moby:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:;X;;;;;
ct_670;moby_ct_357;F L;ARTE Concert :sign_of_the_horns:;X;;;;;
ct_674;moby_ct_358;Elder Moura;:elbowcough::elbowcough:;;;;;;
ct_675;moby_ct_359;Ford Prefect;Love this part;X;;x;;;
ct_676;moby_ct_360;CyrusBlack;this is insane;X;;;;;
ct_677;moby_ct_361;T;Artwork ;X;;;;;
ct_678;moby_ct_362;Gilles Zenner;Moby on The Diddy-List :flushed_face::flushed_face::flushed_face:;;X;;X;;
ct_679;moby_ct_363;F L;:clapping_hands::clapping_hands::clapping_hands:;X;;;;X;
ct_680;moby_ct_364;Luca M.; :raising_hands::sparkles::raising_hands::sparkles::raising_hands:;X;;;;X;
ct_681;moby_ct_365;Sporty Otter Pop (René Lilly);porcelain was already catch it on the plaback! It was great;X;;x;X;;
ct_682;moby_ct_366;Aktamix;extreme ways is so powerful track...;X;;x;;;
ct_684;moby_ct_367;Luca M.;:raising_hands::collision::raising_hands::collision::raising_hands: ;X;;;;X;
ct_687;moby_ct_368;F L;:clapping_hands::sign_of_the_horns::raising_hands:;X;;;;X;
ct_689;moby_ct_369;Luca M.;:collision::raising_hands::collision::raising_hands: :raising_hands::sparkles::raising_hands::sparkles:;X;;;;X;
ct_692;moby_ct_370;Sporty Otter Pop (René Lilly);yeah head nodding too now;X;;;;X;
ct_693;moby_ct_371;Sporty Otter Pop (René Lilly);if this keeps up, hips will be swinging next;X;;;;X;
ct_694;moby_ct_372;Epi..mű;:musical_notes::location-yellow-teal-bars:thanks for all @ARTE Concert✓ always Delivering quality recorded productions from every genre ..YT:trophy-yellow-smiling::finger-red-number-one:👏🏼👏🏼;X;;;;X;
ct_695;moby_ct_373;HNRIK;@el polaco :grinning_face: according to chat GPT no it's not;;;;;;
ct_696;moby_ct_374;Anniken Huseby;OMG OMG :red_heart: :red_heart: :red_heart: TUNE!;X;;;;;
ct_697;moby_ct_375;Julian Reverse;Choklate :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:;X;;;;;
ct_698;moby_ct_376;Ford Prefect;:red_heart:;X;;;;;
ct_699;moby_ct_377;F L;:smiling_cat_with_heart_eyes::heart_with_arrow::backhand_index_pointing_left::backhand_index_pointing_right::sign_of_the_horns:;X;;;;X;
ct_703;moby_ct_378;Sporty Otter Pop (René Lilly);hawt, hawt, hotness in the ears;X;;x;;;
ct_704;moby_ct_379;Stephen Lee;:blue_heart::red_heart::orange_heart::yellow_heart::green_heart:;X;;;;;
ct_705;moby_ct_380;Lucas Gllx;@HNRIK Same, I never searshed him on Spotify but jeez I know almost every song, what a legend!;;;;;;
ct_706;moby_ct_381;Thor Hamma;coolest version of this song ever!;X;;x;;;
ct_708;moby_ct_382;Dani;@ARTE Concert Will this concert stay online? ;;;;;;
ct_710;moby_ct_383;HNRIK;I love her voice, I miss this kind of voice in today's music. Everything has this little chicken falsettos ;X;;x;;;
ct_711;moby_ct_384;Stephen Lee;:face-red-heart-shape:;X;;;;;
ct_712;moby_ct_385;The Running Secretary;Watching on the bus to work from Tasmania, Australia;;;;;;
ct_713;moby_ct_386;Sporty Otter Pop (René Lilly);My cat is even watching, totally fascinated now;X;;;;;
ct_714;moby_ct_387;F L;le pied :sign_of_the_horns:;;;;;;
ct_715;moby_ct_388;Luca M.;:speaker_high_volume::musical_note::musical_notes::dizzy::collision: ;X;;;;;
ct_716;moby_ct_389;Henrik Tóth;:red_heart::black_heart::red_heart::black_heart:;X;;;;;
ct_718;moby_ct_390;SoundDesigners;what a voice, full of charisma!;X;;x;;;
ct_724;moby_ct_391;Sporty Otter Pop (René Lilly);that funk is so on point;X;;x;;;
ct_725;moby_ct_392;Lucas Gllx;@Er C good for you, nobody cares :face_blowing_a_kiss:;;;;;;
ct_726;moby_ct_393;Dani;@ARTE Concert thank you. :face-red-heart-shape:;X;;;;;
ct_727;moby_ct_394;Mariana Correia;the first song I played in the guitar was Moby's song :red_heart: thanks from Brasil;X;;x;;;
ct_728;moby_ct_395;SoundDesigners;this must be on vinyl!;X;;x;;;
ct_729;moby_ct_396;C-Lakata;👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻;X;;;;X;
ct_730;moby_ct_397;Luca M.;:musical_note::musical_notes::sparkles::sparkles:;X;;;;;
ct_732;moby_ct_398;Carell Cassey;Watching in the background at work. It's 2:30pm in the afternoon here in Madison, WI;;;;;;
ct_733;moby_ct_399;Tamás Borbély;:clapping_hands::clapping_hands::clapping_hands::clapping_hands:;X;;;;X;
ct_734;moby_ct_400;T;👏🏻👏🏻👏🏻👏🏻;X;;;;X;
ct_736;moby_ct_401;Cody Curtin;Moby's DJ sets are some of the best you will ever see if you get the chance. He absolutely rips really driving electro and techno;X;;x;X;;
ct_737;moby_ct_402;Olesya Gorbacheva;:red_heart::red_heart::red_heart::red_heart:;X;;;;;
ct_739;moby_ct_403;RAFFIN gisèle;:star_struck::smiling_face_with_hearts::smiling_face_with_hearts:;X;;;;;
ct_740;moby_ct_404;Luca M.;:raising_hands::sparkles::raising_hands::sparkles::raising_hands:;X;;;;X;
ct_742;moby_ct_405;Ford Prefect;:red_heart:;X;;;;;
ct_743;moby_ct_406;Sporty Otter Pop (René Lilly);Jackson! We're going to Jaackson;;;;;;
ct_745;moby_ct_407;sunshine 70;:red_heart:;X;;;;;
ct_746;moby_ct_408;T;:face-orange-biting-nails:;;;;;X;
ct_747;moby_ct_409;Sporty Otter Pop (René Lilly);or maybe not-it has no trumpet solo;;;x;;;
ct_749;moby_ct_410;Lucas Gllx;I'm a trumpet now;;;;;;
ct_750;moby_ct_411;Luca M.;@sunshine 70 hallo :waving_hand::slightly_smiling_face:;X;;;;X;
ct_751;moby_ct_412;T;Sunshine :smiling_cat_with_heart_eyes:;X;;;;;
ct_752;moby_ct_413;Sporty Otter Pop (René Lilly);"I jumped when he said ""June Carter""";X;;;;X;
ct_753;moby_ct_414;Epi..mű;el polaco... yes 👍🏼 well spotted Sherlock 🕵🏼., did you notice that I'm not the Channel host .. and that they've posted a reply to that query!;;;;;;
ct_754;moby_ct_415;F L;:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-blue-smiling:;X;;;;;
ct_755;moby_ct_416;Julieta Pusino;lol :grinning_squinting_face: @Lucas Gllx ;;;;;;
ct_756;moby_ct_417;T;:beaming_face_with_smiling_eyes:;X;;;;;
ct_757;moby_ct_418;Tamás Borbély;hey hey @sunshine70;;;;;;
ct_758;moby_ct_419;sunshine 70;Hallo @Luca M. :sun_with_face::speaker_high_volume:;X;;;;;
ct_761;moby_ct_420;Sporty Otter Pop (René Lilly);Yes! Ring of Fire;X;;x;;;
ct_764;moby_ct_421;sunshine 70;hello @T :hugging_face::musical_notes:;X;;;;;
ct_765;moby_ct_422;Ford Prefect;:fire:;X;;;;;
ct_767;moby_ct_423;Sporty Otter Pop (René Lilly);I FELL IN TO A BURNING RING OF FIRE;;;x;;;
ct_768;moby_ct_424;Dani;:smiling_face:;X;;;;;
ct_769;moby_ct_425;luizwijn;country moby?;;;;;;
ct_771;moby_ct_426;sunshine 70;niceee :red_heart:;X;;;;;
ct_772;moby_ct_427;Luca M.;:raising_hands::collision::raising_hands::collision::raising_hands:;X;;;;X;
ct_773;moby_ct_428;Alexander Fleener;Ring of :fire: ;X;;x;;;
ct_774;moby_ct_429;Stephen Lee;<- is a trumpet (apparently) ;;;;;;
ct_775;moby_ct_430;Dani;I became vegan thanks to Moby. He is a great inspiration in so many areas.;X;;;X;;
ct_778;moby_ct_431;Ford Prefect;:fire:;X;;;;;
ct_779;moby_ct_432;Epi..mű;,____:locomotive::railway_car::railway_car::railway_car::railway_car:,___ :peach::dashing_away:ring of fire;X;;;;;
ct_781;moby_ct_433;Sash;such a delight to watch. I've known Moby for decades, first time watching him perform... such a delight. thanks Arte for this;X;;;;;
ct_782;moby_ct_434;Julieta Pusino;wow he has a good voice for country!!;X;;;;;
ct_783;moby_ct_435;T;Country dancing ;;;;;;
ct_784;moby_ct_436;Lyli J;decades vegan ! before people even knew about veganism;;;;X;;
ct_785;moby_ct_437;Lyli J;what a G;X;;;;;
ct_787;moby_ct_438;Alexander Fleener;Indian food gives me ring of :fire: ;;;;X;;
ct_788;moby_ct_439;Lyli J;he has a vegan restaurant in LA - all revenue goes to animal rights organizations too <3;;;;X;;
ct_790;moby_ct_440;Luca M.;:raising_hands::collision::raising_hands::collision::raising_hands: ;X;;;;X;
ct_792;moby_ct_441;F L;:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-blue-smiling::face-blue-smiling::face-blue-smiling:;X;;;;;
ct_795;moby_ct_442;PinkPanther77777;moby lets go;X;;;;;
ct_796;moby_ct_443;Ford Prefect;great atmosphere;X;;x;;;
ct_798;moby_ct_444;Julian Reverse;@Lyli J the restaurant is long gone.;;;;;;
ct_801;moby_ct_445;Lyli J;@Julian Reverse ahhh nooo what happened;;;;;;
ct_802;moby_ct_446;Lyli J;:(;;X;;;;
ct_803;moby_ct_447;Mignonmoogle;Trumpet solo ! :grinning_face_with_sweat:;X;;x;;;
ct_804;moby_ct_448;Florin Alin DINCA;Just stick to the album...;;;x;;;
ct_805;moby_ct_449;F L;:trumpet::trumpet::trumpet::face-blue-smiling::face-blue-smiling:;X;;;;;
ct_806;moby_ct_450;Epi..mű;sunshine 70 :blossom::hugging_face: hi Hun :face_blowing_a_kiss: just in time for a blow :wind_face::trumpet:along :winking_face:;X;;;;X;
ct_807;moby_ct_451;Stephen Lee;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_811;moby_ct_452;Sporty Otter Pop (René Lilly);now reminds of Joy Division;;;;X;;
ct_812;moby_ct_453;Julian Reverse;@Lyli J we don't know but it closed for god in fall 2022;;;;;;
ct_813;moby_ct_454;Stephen Lee;Lift my Cup *slurp* :face-red-heart-shape:;X;;;;X;
ct_816;moby_ct_455;F L;:guitar::guitar::guitar::face-blue-smiling::face-fuchsia-tongue-out::face-fuchsia-wide-eyes:;X;;;;;
ct_819;moby_ct_456;VITHOUSE;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_820;moby_ct_457;Epi..mű;definitely hints of Ian Curtis and Joy Division in this one :musical_notes::goodvibes:;X;;x;X;;
ct_821;moby_ct_458;Julieta Pusino;nah whats this version xd;;X;x;;;
ct_822;moby_ct_459;F L;:high_voltage::guitar::banjo:;X;;;;;
ct_825;moby_ct_460;sunshine 70;amazing :red_heart:;x;;;;;
ct_826;moby_ct_461;Luca M.;:raising_hands::sparkles::raising_hands::sparkles::raising_hands:;X;;;;X;
ct_827;moby_ct_462;Djileddine mehdi Rahmani;moby the legend;X;;;;;
ct_829;moby_ct_463;Lyli J;@Julian Reverse yeah weird I tried looking up the reason, couldn't find it. just found that the employees were very upset at how it was handled xD;;;;;;
ct_833;moby_ct_464;Bartosz Jurand;This song is pure perfect :red_heart: ;X;;x;;;
ct_834;moby_ct_465;C-Lakata;What a version :love_you_gesture::thumbs_up::thumbs_up::thumbs_up:;X;;x;;X;
ct_835;moby_ct_466;Luca M.;:musical_notes::musical_note::sparkles::sparkles:;X;;;;;
ct_838;moby_ct_467;Gégé gerard;tres beau spectacle live thanks Mister Moby;X;;;;;
ct_839;moby_ct_468;Lucas Gllx;:clapping_hands::clapping_hands::clapping_hands:;X;;;;X;
ct_840;moby_ct_469;Epi..mű;:hands-yellow-heart-red::face-blue-heart-eyes:;X;;;;;
ct_841;moby_ct_470;Sporty Otter Pop (René Lilly);Thank you for tonight, Arte Concert;X;;;;;
ct_842;moby_ct_471;CrystalinMohadryn;:slightly_smiling_face:;X;;;;;
ct_843;moby_ct_472;Lizbeth Ajuria;:smiling_face_with_sunglasses::partying_face::purple_heart::purple_heart::purple_heart:;X;;;;;
ct_844;moby_ct_473;CrystalinMohadryn;:elbowcough::elbowcough:;;;;;X;
ct_845;moby_ct_474;M S;🙏🏼;X;;;;X;
ct_847;moby_ct_475;DJ Arte Lone;:victory_hand::victory_hand::victory_hand:;X;;;;;
ct_850;moby_ct_476;Fax;Remember when Moby was techno music;;;x;X;;
ct_851;moby_ct_477;Wilma Flintstone;woohoooooo, one of the greatest, thank you arte !!!!!;X;;;;;
ct_852;moby_ct_478;Lizbeth Ajuria;:beaming_face_with_smiling_eyes:;X;;;;;
ct_853;moby_ct_479;Ford Prefect;:3;X;;;;;
ct_855;moby_ct_480;Tamás Borbély;"""\_:face-blue-heart-eyes:_/""""\_:face-purple-wide-eyes:_/""";X;;;;;
ct_857;moby_ct_481;F L;:sign_of_the_horns::sign_of_the_horns::sign_of_the_horns:;;;;;;
ct_858;moby_ct_482;Sporty Otter Pop (René Lilly);love this one;X;;;;;
ct_860;moby_ct_483;Julieta Pusino;i'd love him to play dream about me :') ;;;x;;;
ct_861;moby_ct_484;sunshine 70;yezzzz :red_heart::musical_notes::red_heart::musical_notes::red_heart::musical_notes::red_heart:;X;;;;;
ct_862;moby_ct_485;Julian Reverse;Thank you, thank you, THANK YOU MOBY! Thank you, thank you, THANK YOU @ARTE Concert !;X;;;;;
ct_863;moby_ct_486;Sporty Otter Pop (René Lilly);have chills;X;;;;;X
ct_867;moby_ct_487;Wilma Flintstone;i do :red_heart:;X;;;;;
ct_868;moby_ct_488;Luca M.;:raising_hands::sparkles::raising_hands::sparkles::raising_hands: ;X;;;;X;
ct_869;moby_ct_489;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_872;moby_ct_490;VITHOUSE;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_873;moby_ct_491;Tamás Borbély;:hands-yellow-heart-red::volcano-green-lava-orange::face-fuchsia-flower-shape::face-turquoise-music-note::person-pink-swaying-hair::octopus-red-waving:;X;;;;;
ct_874;moby_ct_492;Gonzalo Giuliano;🇦🇷:red_heart:;X;;;;;
ct_875;moby_ct_493;Ford Prefect;Well yeah, that's so damn good;X;;;;;
ct_876;moby_ct_494;Luca M.;:shooting_star::shooting_star::star::glowing_star::shooting_star::shooting_star: ;X;;;;;
ct_877;moby_ct_495;Elvis Cervantes;:smiling_face_with_hearts:;X;;;;;
ct_878;moby_ct_496;sunshine 70;:thumbs_up::thumbs_up::thumbs_up::thumbs_up::red_heart::musical_notes::red_heart::musical_notes::red_heart:;X;;;;X;
ct_879;moby_ct_497;Lizbeth Ajuria;:smiling_face:;X;;;;;
ct_880;moby_ct_498;M M;Wonderful voice :heart_suit:;X;;x;;;
ct_882;moby_ct_499;Luca M.; :raising_hands::collision::raising_hands::collision::raising_hands:;X;;;;X;
ct_883;moby_ct_500;F L;absolument magnifique :sign_of_the_horns:;X;;;;;
ct_884;moby_ct_501;arqoss;:face-blue-smiling::face-blue-smiling::face-blue-smiling::smiling_face_with_hearts::dog::cat::fox:;X;;;;;
ct_886;moby_ct_502;DJ Arte Lone;:thumbs_up:;X;;;;X;
ct_887;moby_ct_503;Ford Prefect;Perfection;X;;;;;
ct_890;moby_ct_504;filtav;:hand-orange-covering-eyes:;;;;;X;
ct_892;moby_ct_505;Luca M.;:glowing_star::man_dancing::glowing_star::man_dancing::glowing_star:;X;;;;X;
ct_894;moby_ct_506;Epi..mű;Vocals are so fekn honest and deep 👏🏼:musical_notes::speaker_high_volume::musical_notes:;X;;x;;X;
ct_895;moby_ct_507;Daniel;crack;X;;;;;
ct_896;moby_ct_508;T;👏🏻👏🏻👏🏻👏🏻;X;;;;X;
ct_898;moby_ct_509;léo fruity head;hello ARTE:person-turqouise-waving:THX:face-red-heart-shape:& moby too;X;;;;;
ct_903;moby_ct_510;Omni;ARTE is the best;;;;;;
ct_905;moby_ct_511;Rodrigo Díaz;🇲🇽🇲🇽🇲🇽🇲🇽;;;;;;
ct_907;moby_ct_512;Ford Prefect;Fantastic show. Thanks for broadcasting and thanks to the chat here, too. Have a good one yall;X;;;;;
ct_908;moby_ct_513;Roland Jeske;Great show! Thanks to Arte and Moby!;X;;;;;
ct_910;moby_ct_514;Luca M.;:musical_note::musical_notes::sparkles::sparkles:;X;;;;;
ct_911;moby_ct_515;Epi..mű;👏🏼👏🏼;X;;;;X;
ct_912;moby_ct_516;Epi..mű;👏🏼👏🏼;X;;;;X;
ct_913;moby_ct_517;Omni;<3;X;;;;;
ct_914;moby_ct_518;Epi..mű;👏🏼👏🏼;X;;;;x;
ct_915;moby_ct_519;T;Standing ovations 👏🏻👏🏻👏🏻;X;;;;X;
ct_916;moby_ct_520;Epi..mű;👏🏼👏🏼:winking_face:;X;;;;X;
ct_917;moby_ct_521;Wilma Flintstone;will this concert remain on arte concert channel ? ;;;;;;
ct_918;moby_ct_522;Epi..mű;👏🏼👏🏼:red_heart:;X;;;;X;
ct_921;moby_ct_523;Epi..mű;👏🏼👏🏼👏🏼:red_heart:;X;;;;X;
ct_923;moby_ct_524;sunshine 70;:red_heart::red_heart::red_heart:;X;;;;;
ct_924;moby_ct_525;Kevin Maria;:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;X;;;;X;
ct_925;moby_ct_526;Luca M.;:musical_note::musical_notes::sparkles::sparkles:;X;;;;;
ct_926;moby_ct_527;Wilma Flintstone;super, thank you once again arte concert !!! :face-red-heart-shape:;X;;;;;
ct_931;moby_ct_528;CristianKirk;@ARTE Concert Why can't be forever? Didn't know videos had a life span;X;;;;;
ct_935;moby_ct_529;muzikxpress;This was so good!;X;;;;;
ct_936;moby_ct_530;Luca M.;:raising_hands::sparkles::raising_hands::sparkles::raising_hands:;X;;;;X;
ct_939;moby_ct_531;MO-DU / Jan Jiskra;this is moby;;;;;;
ct_940;moby_ct_532;léo fruity head;:winking_face_with_tongue:🤜🏻;x;;;;X;
ct_941;moby_ct_533;sunshine 70;ohhh yes :raising_hands::raising_hands::speaker_high_volume::speaker_high_volume::fire::fire::fire:;X;;;;X;
ct_943;moby_ct_534;F L;:grinning_squinting_face::upside_down_face::face_savoring_food:;X;;;;;
ct_946;moby_ct_535;Alejandra;:fire::fire::fire::fire::fire:;X;;;;;
ct_947;moby_ct_536;Wilma Flintstone;:partying_face:;x;;;;;
ct_951;moby_ct_537;Ford Prefect;:red_heart:;X;;;;;
ct_952;moby_ct_538;Ieva Hermansone;:hand-pink-waving:;X;;;;X;
ct_956;moby_ct_539;Alejandra;:fire::fire::fire::fire::fire:;X;;;;;
ct_958;moby_ct_540;sunshine 70;love this song :raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands:;X;;;;;
ct_959;moby_ct_541;Alejandra;:high_voltage::high_voltage::high_voltage::high_voltage::high_voltage:;X;;;;;
ct_961;moby_ct_542;Julian Reverse;Nadia :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:;X;;;;;
ct_963;moby_ct_543;Luca M.;:raising_hands::collision::raising_hands::collision::raising_hands:;X;;;;X;
ct_964;moby_ct_544;Alejandra;:bomb::bomb::bomb::bomb::bomb:;X;;;;;
ct_965;moby_ct_545;Alejandra;:bomb::bomb::bomb::bomb::bomb::bomb:;X;;;;;
ct_967;moby_ct_546;Ford Prefect;:3 :red_heart:;X;;;;;
ct_969;moby_ct_547;Tamás Borbély;"""\_:face-blue-smiling::face-fuchsia-tongue-out:_/""";X;;;;;
