comment_id;concert_id;username;message;feeling_pos;feeling_neg;music_ref;external_ref;phys_react_intentional;phys_react_unintentional
ct_609;air_ct_310;Doughnut Doney;great its on;X;;;;;
ct_610;air_ct_311;János;:blue_heart::white_heart::heart_suit:;X;;;;;
ct_612;air_ct_312;Ganimedes Light;sexy cowboy;X;;;;;
ct_613;air_ct_313;TouchPerInch;👏🏻👏🏻👏🏻;X;;;;X;
ct_616;air_ct_314;filtav;oush this one;;;;;;
ct_618;air_ct_315;f c;WAKE UP TODAY WITH A HEART IN MY HAND;;;x;;;
ct_619;air_ct_316;Nat GE;uuuuuiii:red_heart::red_heart::red_heart::red_heart:;X;;;;;
ct_620;air_ct_317;blue_scape;Yeah, the next song is Cherry Blossom Girl ;;;x;X;;
ct_621;air_ct_318;Steven Baker;Then Alone in Kyoto and Electronic Performers encore;;;x;X;;
ct_624;air_ct_319;Pablo Veas;AIR is comming to chile on novemebr CTMMMMMMMMMMMMMMM;X;;;X;;
ct_627;air_ct_320;MrTRIFORCE666;:glowing_star: :glowing_star: :glowing_star:;X;;;;;
ct_628;air_ct_321;f c;WHEN UR UPSET I WILL HUG YOU LIKE A LIFE JACKET IN THE OCEAN OF HATE;X;;x;;;
ct_629;air_ct_322;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_630;air_ct_323;TouchPerInch;Si!!! vienen al Fauna primavera :red_heart::red_heart:;;;;;;
ct_633;air_ct_324;f c;BUT IF U NEED HELP;X;;x;;;
ct_634;air_ct_325;f c;I WE US KAMALA WILL CARRY YOU TO THE FINISH LINE ;X;;x;;;
ct_636;air_ct_326;Dolores Maldonado;:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:;X;;;;;
ct_637;air_ct_327;filtav;fully heart language this album communicates;X;;x;;;
ct_638;air_ct_328;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_640;air_ct_329;f c;THIRD STRING ;X;;x;;;
ct_641;air_ct_330;Marie Pennamen;:purple_heart::purple_heart::purple_heart:;X;;;;;
ct_644;air_ct_331;f c;FOURTH ABOUT TO ARRIVE;X;;x;;;
ct_647;air_ct_332;Dan;stupendo :red_heart::red_heart::red_heart::red_heart:;X;;;;;
ct_648;air_ct_333;MrTRIFORCE666;👏🏻👏🏻;X;;;;X;
ct_656;air_ct_334;The Shooting Star;!!!;;;;;;
ct_657;air_ct_335;RetroSound;Cherry;;;x;X;;
ct_659;air_ct_336;MrTRIFORCE666;:two_hearts:;X;;;;;
ct_660;air_ct_337;filtav;super track;X;;x;;;
ct_663;air_ct_338;Headsknow;Ethereal ;X;;;;;
ct_664;air_ct_339;TouchPerInch;:cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom:;X;;;;;
ct_666;air_ct_340;Nat GE;cherry;;;x;X;;
ct_668;air_ct_341;Dolores Maldonado;cherry blossom girl :smiling_face_with_hearts:;X;;x;;;
ct_669;air_ct_342;Irie Elliott;:cherry_blossom::cherry_blossom::cherry_blossom:;X;;x;;;
ct_670;air_ct_343;Nat GE;:red_heart::red_heart::red_heart::red_heart:;X;;x;;;
ct_675;air_ct_344;f c;from above;;;x;;;
ct_676;air_ct_345;Sergio Infante;:cherries::cherry_blossom::cherries::cherry_blossom::cherries::cherry_blossom::cherries::cherry_blossom:;X;;;;;
ct_677;air_ct_346;jacinte munoz;:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:;X;;;;;
ct_679;air_ct_347;f c;she has Alien eyes;X;;x;;;
ct_681;air_ct_348;f c;is she my aNGEL;X;;x;;;
ct_682;air_ct_349;filtav;cherrie and cheers all;X;;;;;
ct_683;air_ct_350;Marie Pennamen;:cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom:;X;;;;;
ct_684;air_ct_351;TouchPerInch;:cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom:;X;;;;;
ct_685;air_ct_352;MrTRIFORCE666;:speaker_high_volume::speaker_medium_volume::speaker_high_volume:;X;;;;;
ct_686;air_ct_353;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_687;air_ct_354;f c;CANT LOOK ABOVE CAUSE IT BURNS MY EYS. BUT SHE COVERS THE SUN MY WIFE;;;x;;;
ct_688;air_ct_355;Martin Hallak;that arturia is too loud;;X;x;;;
ct_690;air_ct_356;Romeo CHARLIE;:horse_racing::skier::person_surfing::person_rowing_boat::person_swimming:....:mermaid:;;;;;;
ct_691;air_ct_357;Stefan Irma;the air is vibrating;X;;x;;;
ct_693;air_ct_358;f c;THE WOMEN ABOVE THE WOMEN BELOW THE MAKES IT TRUE;;;x;;;
ct_694;air_ct_359;filtav;@The Shooting Star :face-red-heart-shape:;X;;;;;
ct_695;air_ct_360;Feburgardt;Que manija locooo :blue_circle::white_circle::sun::white_circle::blue_circle:;;;;;;
ct_701;air_ct_361;Mikonage13;:rocket: :alien::musical_notes::tumbler_glass::smiling_face_with_sunglasses:;X;;;;;
ct_702;air_ct_362;f c;THIS MUSIC IS LIKE A COCAINE HEAD AS BIG AS DANA WHITES HEAD;X;;x;;;
ct_703;air_ct_363;Doughnut Doney;great track;X;;x;;;
ct_707;air_ct_364;TouchPerInch;:two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts:;X;;;;;
ct_711;air_ct_365;filtav;OOOF bass;X;;x;;;
ct_716;air_ct_366;f c;NOCHEUFC NO TACO WHO MISS WIEGHT;;;x;;;
ct_717;air_ct_367;blue_scape;The next song is Highschool Lover;;;x;;;
ct_718;air_ct_368;Stefan Irma;:bomb:;X;;;;;
ct_719;air_ct_369;Martin Hallak;:face-orange-raised-eyebrow:;;;;;;
ct_721;air_ct_370;MrTRIFORCE666;🙌🏻;X;;;;X;
ct_722;air_ct_371;Miguel Ferreira;:socialdist:;;;;;;
ct_724;air_ct_372;Headsknow;Is Melissa on the list of tracks? ;;;x;;;
ct_725;air_ct_373;Mikonage13;:robot::mechanical_arm::flying_saucer::musical_notes:;X;;;;;
ct_728;air_ct_374;blue_scape;No @Headsknow ;;;;;;
ct_729;air_ct_375;The Shooting Star;@blue_scape Yes i think;;;;;;
ct_731;air_ct_376;Headsknow;Thanks ;;;;;;
ct_733;air_ct_377;f c;3 2 1 1 1 1;;;;;;
ct_738;air_ct_378;MrTRIFORCE666;:fireworks: :fireworks: :fireworks:;X;;;;;
ct_739;air_ct_379;Mabel González;:elbowcough:;;;;;X;
ct_741;air_ct_380;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_744;air_ct_381;blue_scape;From the setlist: Highschool Lover - Surfing on a Rocket - Don't Be Light - Alone in Kyoto @Headsknow ;;;x;;;
ct_751;air_ct_382;Headsknow;Oh my what a selection thank you @blue_scape ;;;x;;;
ct_752;air_ct_383;Nat GE;bass:red_heart::flying_saucer:;X;;;;;
ct_757;air_ct_384;SGee;"Did they already play ""All i need""?";;;x;;;
ct_759;air_ct_385;RetroSound;those Solina strings:heart_with_ribbon:;X;;;;;
ct_763;air_ct_386;MrTRIFORCE666;:shooting_star:;X;;;;;
ct_770;air_ct_387;f c;MUTO WETBACK COMO MI. ES BUENO ;;;x;;;
ct_772;air_ct_388;filtav;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_773;air_ct_389;TouchPerInch;:two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts:;X;;;;;
ct_774;air_ct_390;Dolores Maldonado;youre my playground love;X;;x;;;
ct_775;air_ct_391;János;Those jazzy chords:sparkling_heart::sparkling_heart:;X;;;;;
ct_776;air_ct_392;MrTRIFORCE666;:musical_keyboard: :musical_keyboard: :musical_keyboard:;;;;;;
ct_778;air_ct_393;Yann ;Love is in the AIR;X;;;;;
ct_779;air_ct_394;Oksana Portillo;what was the last song?;;;x;;;
ct_781;air_ct_395;blue_scape;Alone in Kyoto ;;;x;;;
ct_782;air_ct_396;filtav;run it was called;;;x;;;
ct_785;air_ct_397;Emmet Brown;Air is breathable;;;;;;
ct_787;air_ct_398;FANThOMAS;:nail_polish:;X;;;;;
ct_788;air_ct_399;Élio Béadès;The Virgin Suicides :red_heart:;X;;;;;
ct_789;air_ct_400;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_791;air_ct_401;Emmet Brown;chill & nice perfect to fk;X;;;;;
ct_792;air_ct_402;Eoinii;Serious Pink Floyd vibes off this one;;;;X;;
ct_793;air_ct_403;Headsknow;Such a bowl of remember berries. ;X;;;;;
ct_794;air_ct_404;xochimej;:red_heart::red_heart::red_heart: desde México;X;;;;;
ct_796;air_ct_405;Headsknow;Soaking in this nostalgia ;X;;;;;
ct_797;air_ct_406;matzebumm;@blue_scape Who knows...? :winking_face_with_tongue: ;;;;;;
ct_799;air_ct_407;Eri;Please come to Japan:heart_exclamation:;X;;;;;
ct_804;air_ct_408;MrTRIFORCE666;:fire:;X;;;;;
ct_807;air_ct_409;popcorntommy;how long is this concert ? anyone know;;;;;;
ct_810;air_ct_410;János;Vladimir this is for you;;;;;;
ct_811;air_ct_411;blue_scape;Two or three songs left @popcorntommy ;;;x;;;
ct_813;air_ct_412;filtav;each little detail its such huge sensibility composing ;X;;x;;;
ct_814;air_ct_413;Stefan Irma;never ever thought it could be play live;;;x;;;
ct_816;air_ct_414;filtav;and the way they are interpreting it live OOOF;X;;x;;;
ct_818;air_ct_415;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_819;air_ct_416;Kyle Foy;:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:;X;;;;;
ct_825;air_ct_417;filtav;@ARTE Concert thx again for sharing :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_827;air_ct_418;Jimmy Weider;amazing !! wanna see u guys come to strasbourg !!!!;X;;;;;
ct_828;air_ct_419;MrTRIFORCE666;:high_voltage:;X;;;;;
ct_829;air_ct_420;Romeo CHARLIE;:raising_hands::raising_hands::raising_hands:;X;;;;X;
ct_830;air_ct_421;MrTRIFORCE666;🙌🏻;X;;;;X;
ct_833;air_ct_422;filtav;:hand-orange-covering-eyes:;;;;;X;
ct_834;air_ct_423;Headsknow;You guys and gals in the comments are great give yourselves a round of applause. Thanks for making this even more fun;X;;;;;
ct_835;air_ct_424;Stefan Irma;:flashlight: :grinning_face_with_sweat:;X;;;;;X
ct_836;air_ct_425;Pierre Desormeaux;:heart_with_arrow:;X;;;;;
ct_837;air_ct_426;TouchPerInch;:two_hearts:;;;;;X;
ct_838;air_ct_427;TouchPerInch;This is amazing!!!! :weary_cat::smiling_cat_with_heart_eyes:;X;;;;;
ct_841;air_ct_428;Yuri -chef Pandita;:revolving_hearts::revolving_hearts::revolving_hearts:;X;;;;;
ct_845;air_ct_429;MrTRIFORCE666;:fire: :fire: :fire:;X;;;;;
ct_847;air_ct_430;alladinsane;who are playing the background synths?;X;;x;;;
ct_851;air_ct_431;lucalone;the drummer is perfect for them;X;;x;;;
ct_852;air_ct_432;Stefan Irma;caution for epileptics :black_heart:;X;;;;;
ct_853;air_ct_433;Alexandre;:light_bulb::light_bulb::light_bulb:;;;;;;
ct_855;air_ct_434;alladinsane;are they playing to a backing track of strings synths?;;;x;;;
ct_857;air_ct_435;RetroSound;half playback;;;x;;;
ct_859;air_ct_436;Pablo Veas;yes they are;;;;;;
ct_862;air_ct_437;Romeo CHARLIE;:right_facing_fist::mending_heart::left_facing_fist:;X;;;;X;
ct_864;air_ct_438;Sebi Meyer;So good. Wave on. ;X;;;;;
ct_865;air_ct_439;filtav;such a groove ;X;;;;;
ct_869;air_ct_440;💜𝕾𝖆𝖒𝖆𝖗𝖆 𝕸𝖔𝖗𝖌𝖆𝖓💜;:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:;X;;;;X;
ct_871;air_ct_441;Petr Černega;:rocket-red-countdown-liftoff:;X;;;;;
ct_873;air_ct_442;💜𝕾𝖆𝖒𝖆𝖗𝖆 𝕸𝖔𝖗𝖌𝖆𝖓💜;:hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-pink-waving:;X;;;;X;
ct_875;air_ct_443;MrTRIFORCE666;:yougotthis:;;;;;;
ct_876;air_ct_444;MrTRIFORCE666;:elbowcough::elbowcough:;;;;;X;
ct_877;air_ct_445;Stefan Irma;I :red_heart: ARTE;;;;;;
ct_878;air_ct_446;Kaibun;this is so good:cat-orange-whistling:;X;;;;;
ct_880;air_ct_447;Malc Sired;A beautifully polished show! A rare gem these days...;X;;;;;
ct_881;air_ct_448;MrTRIFORCE666;🙌🏻;X;;;;X;
ct_882;air_ct_449;TouchPerInch;👏🏻👏🏻👏🏻👏🏻👏🏻;X;;;;X;
ct_883;air_ct_450;filtav;fresh AIR as in back 1998 crazy1;X;;;X;;
ct_885;air_ct_451;Romeo CHARLIE;:sparkling_heart:;X;;;;;
ct_886;air_ct_452;Headsknow;All parts of yes!!! ;X;;;;;
ct_891;air_ct_453;Tomasz Stasiak;:face_blowing_a_kiss::smiling_face_with_heart_eyes::face_blowing_a_kiss::partying_face::disguised_face::smiling_face_with_hearts::nerd_face::smiling_face_with_hearts::smiling_face_with_sunglasses::smiling_face_with_heart_eyes:;X;;;;X;
ct_893;air_ct_454;TouchPerInch;Alone in Kyotot!!!!!;;;x;;;
ct_897;air_ct_455;Élio Béadès;👏🏼👏🏼👏🏼;X;;;;X;
ct_898;air_ct_456;Headsknow;Lost in Translation ;;;;x;;
ct_901;air_ct_457;MrTRIFORCE666;:clinking_glasses:;X;;;;;
ct_902;air_ct_458;popcorntommy;@blue_scape thank you ;;;;;;
ct_905;air_ct_459;Tomasz Stasiak;:partying_face::pleading_face::winking_face_with_tongue:;X;;;;;
ct_906;air_ct_460;popcorntommy;@ARTE Concert merci ;;;;;;
ct_908;air_ct_461;MrTRIFORCE666;:cherry_blossom:;;;x;X;;
ct_909;air_ct_462;TouchPerInch;:japanese_castle::japanese_dolls::cherry_blossom:;;;;X;;
ct_910;air_ct_463;filtav;such a beautiful track Kyoto;X;;x;;;
ct_911;air_ct_464;Alessandro Demitri;Immensi :red_heart:;X;;;;;
ct_912;air_ct_465;Stefan Irma;:red_heart: to be lost;X;;;;;
ct_913;air_ct_466;revoiin;Lost in Translation :red_heart::red_heart::red_heart:;X;;;x;;
ct_914;air_ct_467;filtav;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_915;air_ct_468;RetroSound;my favorite track :heart_with_ribbon:;X;;;;;
ct_917;air_ct_469;Julieta Goldsman;<3;X;;;;;
ct_919;air_ct_470;TouchPerInch;:two_hearts::two_hearts::two_hearts::two_hearts:;X;;;;;
ct_921;air_ct_471;Emmet Brown;Thanks for bringing us such content Arte;;;;;;
ct_923;air_ct_472;Andora ;VIVE ARTE VIVE YOUTUBE:face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:;X;;;;X;
ct_926;air_ct_473;AndyChlau08;breathtaking;X;;;;;
ct_927;air_ct_474;blue_scape;"""For relaxing times, make it Suntory times."" ";;;x;X;;
ct_929;air_ct_475;filtav;:eyes-pink-heart-shape:;X;;;;;
ct_931;air_ct_476;Emmet Brown;Pour Arte hip hip hip .... ? ;;;;;;
ct_933;air_ct_477;filtav;those vocals.... OOOF;X;;x;;;
ct_935;air_ct_478;blue_scape;Thanks for not cutting out a song :winking_face: @ARTE Concert ;;;;;;
ct_936;air_ct_479;Irie Elliott;beautiful wow;X;;;;;
ct_938;air_ct_480;Stefan Irma;:hatching_chick:;X;;;;;
ct_943;air_ct_481;MrTRIFORCE666;:glowing_star:;X;;;;;
ct_944;air_ct_482;Nat GE;this band, this music, brings me hope in future... we need quality in music!!;X;;x;;;
ct_945;air_ct_483;Steven Baker;A thousand thanks ARTE!:star_struck::thumbs_up::smiling_cat_with_heart_eyes:;X;;;;X;
ct_947;air_ct_484;Headsknow;This really made my day. ;X;;;;;
ct_948;air_ct_485;MrTRIFORCE666;👏🏻👏🏻;X;;;;X;
ct_952;air_ct_486;Headsknow;Big up much love to all from Detroit Michigan ;X;;;;;
ct_954;air_ct_487;RetroSound;quality ...rare these days;X;;;;;
ct_956;air_ct_488;maria sims;I was there. Mind blowing brilliance. loved every second and didnt want it to end. Thank you Air x;X;;;X;;
ct_958;air_ct_489;Stefan Irma;:winking_face_with_tongue:;X;;;;;
ct_959;air_ct_490;MrTRIFORCE666;🙌🏻;X;;;;X;
ct_960;air_ct_491;TouchPerInch;Thank you so so mch for this gift @ARTE Concert ;X;;;;;
ct_962;air_ct_492;Andora ;MERCI AIR MERCI ARTE MERCI YOUTUBE:purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:;X;;;;;
ct_964;air_ct_493;Doughnut Doney;whats this final song btw?;;;x;;;
ct_969;air_ct_494;blue_scape;Electronic Performers;X;;x;;;
ct_971;air_ct_495;The Jelly Shed;:full_moon_face::rocket:;X;;;;;
ct_975;air_ct_496;Stefan Irma;where is my first usb mp3 player :star_struck:;;;;X;;
ct_976;air_ct_497;MrTRIFORCE666;:hands-yellow-heart-red: :globe_with_meridians:;X;;;;;
ct_978;air_ct_498;Doughnut Doney;thank you;X;;;;;
ct_979;air_ct_499;f c;RIGHT TAP ;;;;;;
ct_980;air_ct_500;patricia alcantara;:face-red-heart-shape:;X;;;;;
ct_982;air_ct_501;Steven Baker;I watched this on streaming the whole weekend after the gig until it was taken down, great to have it for a year!;X;;;X;;
ct_983;air_ct_502;f c;RIGHT RIGHT TAP;;;;;;
ct_987;air_ct_503;Marie Pennamen;@Emmet Brown A French Pun;;;;;;
ct_988;air_ct_504;Stefan Irma;:ghost:;;;;;;
ct_989;air_ct_505;Pablo Veas;scary;;X;;;;
ct_990;air_ct_506;RetroSound;:musical_keyboard::heart_with_ribbon:;X;;;;;
ct_991;air_ct_507;popcorntommy;will this stay on YouTube ? @ARTE Concert ;;;;;;
ct_998;air_ct_508;MrTRIFORCE666;:fire:;X;;;;;
ct_1000;air_ct_509;f c;UNITED @ARTE Concert ;;;;;;
ct_1004;air_ct_510;Marie Pennamen;@ARTE Concert A French/German TV for a French Band;;;;;;
ct_1005;air_ct_511;János;Riding on magnetic waves;X;;;;;
ct_1009;air_ct_512;blue_scape;Thanks for not cutting out a song :winking_face: @ARTE Concert ;;;x;;;
ct_1010;air_ct_513;MrTRIFORCE666;🙌🏻🙏🏻;X;;;;X;
ct_1011;air_ct_514;David Jareño Martinez;INcredible sound;X;;x;;;
ct_1012;air_ct_515;TouchPerInch;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_1013;air_ct_516;Fabrice Vigano-Géry;:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:;X;;;;;
ct_1015;air_ct_517;Tomasz Stasiak;Where is sawtooth solo on MS-20;;;x;;;
ct_1019;air_ct_518;MrTRIFORCE666;:fireworks: :fireworks: :fireworks:;X;;;;;
ct_1024;air_ct_519;Irie Elliott;Austin Texas is ready for AIR 🙌🏽🙌🏽;X;;;X;X;
ct_1026;air_ct_520;filtav;oh no visitours thought viewers lol;;;;;;
ct_1027;air_ct_521;Petr Černega;So fragile and epic in one moment;X;;;;;
ct_1030;air_ct_522;filtav;said lost in translation and I was @ARTE Concert lol;;;;x;;
ct_1035;air_ct_523;Andora ;PSYCHE :grinning_face:;X;;;;;
ct_1036;air_ct_524;ArmelleP;:face_with_tears_of_joy:;X;;;;;X
ct_1038;air_ct_525;János;@ARTE Concert Always quality Thank You;;;;;;
ct_1041;air_ct_526;WEO SELECTOR;:face-fuchsia-wide-eyes:;;;;;;
ct_1042;air_ct_527;Alexandre;Playground Love :heart_suit:;X;;;;;
ct_1043;air_ct_528;popcorntommy;thanks @ARTE Concert ;;;;;;
ct_1045;air_ct_529;MrTRIFORCE666;👏🏻👏🏻;X;;;;X;
ct_1046;air_ct_530;WEO SELECTOR;:hand-orange-covering-eyes:;;;;;X;
ct_1047;air_ct_531;filtav;whistle it;;;;;;
ct_1050;air_ct_532;Nat GE;suuuuperrrrrrr:red_heart::glowing_star:;X;;;;;
ct_1051;air_ct_533;TouchPerInch;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_1053;air_ct_534;RetroSound;thank you Arte :heart_with_ribbon:;;;;;;
ct_1054;air_ct_535;blue_scape;Many thanks for the recording and thanks for not cutting out a song :winking_face: @ARTE Concert ;;;;;;
ct_1058;air_ct_536;WEO SELECTOR;:fish-orange-wide-eyes::fish-orange-wide-eyes::fish-orange-wide-eyes::fish-orange-wide-eyes:;;;;;;
ct_1059;air_ct_537;Nat GE;:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;X;;;;X;
ct_1061;air_ct_538;TouchPerInch;They are amazing!!!;X;;;;;
ct_1062;air_ct_539;MrTRIFORCE666;👏🏻 👏🏻 👏🏻;X;;;;X;
ct_1063;air_ct_540;Stefan Irma;do it again please;X;;;;;
ct_1065;air_ct_541;Headsknow;Thanks Arte thanks Air ;;;;;;
ct_1066;air_ct_542;WEO SELECTOR;:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:;;;;;;
ct_1067;air_ct_543;TouchPerInch;👏🏻👏🏻👏🏻👏🏻👏🏻;X;;;;X;
ct_1069;air_ct_544;Andora ;MAGNIFIQUE:purple_heart::purple_heart::purple_heart::purple_heart:;X;;;;;
ct_1079;air_ct_545;f c;people aer people why i cant you and i get along so naturallly;;;;;;
ct_1082;air_ct_546;Steven Baker;:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;X;;;;X;
ct_1086;air_ct_547;Romeo CHARLIE;:grinning_cat_with_smiling_eyes:;X;;;;;
ct_1087;air_ct_548;Barbora B (BB1411);thank you arte :);;;;;;
ct_1090;air_ct_549;Davidson Gustavo;thank you for this;X;;;;;
ct_1093;air_ct_550;blue_scape;Bye from Germany ;;;;;;
ct_1095;air_ct_551;TouchPerInch;Thank you so much Arte concert!! :two_hearts::two_hearts::two_hearts:;;;;;;
ct_1099;air_ct_552;Fabrice Vigano-Géry;:red_heart::red_heart::red_heart::red_heart::red_heart:;X;;;;;
ct_1100;air_ct_553;Headsknow;Needless to say I subscribed ;;;;;;
ct_1102;air_ct_554;filtav;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;X;;;;;
ct_1104;air_ct_555;katekuzminova;incredible. ;X;;;;;
